vehicle_id,driver_id,manufacturer,model,vehicle_type,battery_capacity_kwh,battery_percentage,motor_power_kw,motor_power_bhp,total_torque_nm,drive_type,claimed_range_km,estimated_range_km,trip_id,driver_name,driver_experience_years,mail,password,registration_number,vehicle_weight_gvwr_kg,trip_date,road_type,trip_duration_minutes,trip_distance_km,trip_status,speed_kmph,avg_speed_kmph,max_speed_kmph,odometer_km,vehicle_motion_status,battery_temperature_c,motor_temperature_c,energy_consumption_kwh,energy_consumption_rate_kwh_100km,charging_status,energy_added_kwh,charging_cost_inr,driving_behavior,driver_rating,driver_score,overspeed_count,harsh_braking_count,rapid_acceleration_count,base_fare_inr,distance_fare_inr,time_fare_inr,surge_amount_inr,tax_inr,discount_inr,gross_revenue_inr,commission_inr,net_revenue_inr,energy_cost_per_trip_inr,driver_salary_per_trip_inr,maintenance_cost_per_trip_inr,vehicle_total_operating_cost_inr,trip_profit_inr,profit_margin_percent,vehicle_in_garage,maintenance_type,maintenance_status,maintenance_date,last_maintenance_date,next_maintenance_date,acceleration_0_100_s,top_speed_kmh,car_length_mm,car_width_mm,car_height_mm,wheelbase_mm,cargo_volume_l,kerb_weight_kg,max_payload_kg
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,49.99,100,134.0,200,FWD,449.0,124.56,TRIP00005075,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-06,Highway,30,54.79,Completed,103.7,108.6,136.2,11867.71,Running,39.0,69.0,11.63,21.23,Not Charging,0.0,0.0,Moderate,4.28,85.39,3,1,1,50.0,657.48,60.0,1.53,42.55,0.0,811.56,121.73,689.83,87.22,146.15,20.15,253.52,436.31,53.76,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,57.64,100,134.0,200,FWD,449.0,249.73,TRIP00005076,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-06,City,34,21.07,Completed,25.3,37.6,57.3,11888.78,Running,30.7,46.4,2.57,12.21,Not Charging,0.0,0.0,Safe,4.19,79.89,0,4,5,50.0,252.84,68.0,19.8,19.83,30.0,380.47,57.07,323.4,19.27,124.05,27.34,170.66,152.74,40.15,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,53.13,100,134.0,200,FWD,449.0,155.88,TRIP00005077,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,Highway,94,143.68,Completed,79.7,91.6,106.1,12032.46,Running,44.9,73.5,25.91,18.03,Not Charging,0.0,0.0,Normal,4.47,86.43,3,0,1,50.0,1724.16,188.0,24.37,107.73,0.0,2094.26,314.14,1780.12,194.32,215.7,42.51,452.53,1327.59,63.39,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,62.61,100,134.0,200,FWD,449.0,256.75,TRIP00005078,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,63,31.88,Completed,25.9,30.6,43.2,12064.33,Running,31.6,39.0,4.11,12.9,Not Charging,0.0,0.0,Normal,4.44,87.2,0,3,3,50.0,382.56,126.0,20.41,26.75,30.0,575.72,86.36,489.36,30.83,126.65,37.81,195.29,294.07,51.08,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,56.86,100,134.0,200,FWD,449.0,268.32,TRIP00005079,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,176,84.13,Completed,29.0,28.7,47.1,12148.46,Running,27.4,45.4,9.43,11.21,Not Charging,0.0,0.0,Normal,4.72,84.91,0,2,1,50.0,1009.56,352.0,38.33,67.09,0.0,1516.98,227.55,1289.43,70.72,179.3,21.41,271.43,1018.0,67.11,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,56.42,100,134.0,200,FWD,449.0,229.94,TRIP00005080,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,116,57.82,Completed,27.9,29.9,54.7,12206.29,Running,28.2,38.0,7.51,12.98,Not Charging,0.0,0.0,Normal,5.0,100.0,1,1,1,50.0,693.84,232.0,16.06,47.4,0.0,1039.3,155.89,883.41,56.32,161.1,25.74,243.16,640.25,61.6,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,45.02,100,134.0,200,FWD,449.0,209.46,TRIP00005081,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,140,62.01,Completed,42.0,26.6,44.4,12268.29,Running,29.0,45.6,7.05,11.37,Not Charging,0.0,0.0,Safe,4.07,81.05,0,4,4,50.0,744.12,280.0,28.64,50.34,0.0,1153.1,172.96,980.14,52.88,159.8,36.39,249.07,731.07,63.4,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,39.32,100,134.0,200,FWD,449.0,152.83,TRIP00005082,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,87,36.21,Completed,39.0,25.1,49.0,12304.5,Running,29.1,38.9,4.93,13.61,Not Charging,0.0,0.0,Normal,5.0,94.3,0,2,4,50.0,434.52,174.0,17.69,30.31,0.0,706.52,105.98,600.54,36.97,133.8,21.66,192.43,408.11,57.76,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,44.85,100,134.0,200,FWD,449.0,116.53,TRIP00005083,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,Highway,56,76.4,Completed,68.7,81.5,109.4,12380.9,Running,41.4,59.9,15.56,20.36,Not Charging,0.0,0.0,Normal,4.08,76.06,4,0,0,50.0,916.8,112.0,2.41,60.86,0.0,1142.07,171.31,970.76,116.7,180.6,25.07,322.37,648.39,56.77,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,58.84,100,134.0,200,FWD,449.0,292.27,TRIP00005084,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,227,121.29,Completed,19.2,32.1,48.2,12502.19,Running,32.1,49.8,12.92,10.65,Not Charging,0.0,0.0,Moderate,4.29,86.47,0,2,2,50.0,1455.48,454.0,20.65,93.01,30.0,2043.14,306.47,1736.67,96.9,208.55,15.78,321.23,1415.44,69.28,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,51.0,100,134.0,200,FWD,449.0,239.6,TRIP00005085,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,156,69.44,Completed,34.4,26.7,51.7,12571.63,Running,25.8,48.9,7.82,11.26,Not Charging,0.0,0.0,Moderate,4.43,89.16,0,2,6,50.0,833.28,312.0,13.47,54.54,0.0,1263.29,189.49,1073.8,58.65,163.05,24.27,245.97,827.83,65.53,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,41.22,100,134.0,200,FWD,449.0,181.71,TRIP00005086,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,93,42.2,Completed,34.7,27.2,45.9,12613.83,Running,25.5,42.6,5.06,12.0,Not Charging,0.0,0.0,Normal,4.15,88.03,0,2,3,50.0,506.4,186.0,9.54,34.7,0.0,786.64,118.0,668.64,37.95,141.6,20.55,200.1,468.54,59.56,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,63.72,100,134.0,200,FWD,449.0,168.96,TRIP00005087,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,Highway,44,54.99,Completed,60.5,74.8,91.6,12668.82,Running,38.3,74.2,10.97,19.95,Not Charging,0.0,0.0,Moderate,4.37,84.26,1,0,0,50.0,659.88,88.0,0.09,42.8,0.0,840.77,126.12,714.65,82.28,147.45,28.45,258.18,456.47,54.29,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,55.76,100,134.0,200,FWD,449.0,225.17,TRIP00005088,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,191,116.17,Completed,15.2,36.4,47.1,12785.0,Running,30.2,45.5,15.22,13.1,Not Charging,0.0,0.0,Normal,4.1,82.83,0,2,2,50.0,1394.04,382.0,21.41,94.77,50.0,1892.22,283.83,1608.39,114.15,239.75,36.24,390.14,1218.25,64.38,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,60.13,100,134.0,200,FWD,449.0,244.68,TRIP00005089,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,14,10.0,Completed,29.0,44.2,63.0,12795.0,Running,30.8,47.2,1.3,13.0,Not Charging,0.0,0.0,Normal,3.79,74.17,0,5,2,50.0,120.0,28.0,29.98,11.4,30.0,209.38,31.41,177.97,9.75,109.1,25.35,144.2,33.77,16.13,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,52.77,100,134.0,200,FWD,449.0,257.52,TRIP00005090,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,136,79.76,Completed,45.5,35.1,49.2,12874.76,Running,28.9,45.2,8.65,10.84,Not Charging,0.0,0.0,Safe,4.44,88.87,0,7,3,50.0,957.12,272.0,19.74,62.74,0.0,1361.6,204.24,1157.36,64.88,174.1,43.91,282.89,874.47,64.22,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,71.59,100,134.0,200,FWD,449.0,357.95,TRIP00005091,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-07,City,141,51.47,Completed,22.7,21.9,32.4,12926.23,Running,32.5,47.2,5.45,10.58,Not Charging,0.0,0.0,Safe,4.64,94.25,0,2,1,50.0,617.64,282.0,21.86,41.28,20.0,992.78,148.92,843.86,40.88,144.2,16.61,201.69,642.17,64.68,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,61.67,100,134.0,200,FWD,449.0,290.76,TRIP00005092,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,311,113.42,Completed,17.4,21.9,44.2,13039.65,Running,26.7,39.6,12.73,11.22,Not Charging,0.0,0.0,Normal,4.46,80.97,0,2,6,50.0,1361.04,622.0,21.22,91.91,20.0,2126.17,318.93,1807.24,95.48,231.95,19.27,346.7,1460.54,68.69,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,49.6,100,134.0,200,FWD,449.0,155.16,TRIP00005093,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,Highway,50,82.5,Completed,96.6,98.1,114.3,13122.15,Running,41.5,69.9,13.95,16.91,Not Charging,0.0,0.0,Moderate,4.72,93.26,5,0,1,50.0,990.0,100.0,0.31,60.22,50.0,1150.53,172.58,977.95,104.62,153.3,43.13,301.05,676.9,58.83,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,51.98,100,134.0,200,FWD,449.0,230.3,TRIP00005094,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,152,110.88,Completed,15.9,43.8,57.9,13233.03,Running,34.9,36.8,13.24,11.94,Not Charging,0.0,0.0,Aggressive,4.3,93.36,0,2,4,50.0,1330.56,304.0,33.38,86.2,0.0,1804.14,270.62,1533.52,99.3,200.75,44.27,344.32,1189.2,65.92,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,67.77,100,134.0,200,FWD,449.0,294.82,TRIP00005095,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,117,53.52,Completed,30.4,27.4,49.4,13286.54,Running,28.5,36.9,6.51,12.16,Not Charging,0.0,0.0,Normal,3.85,71.96,0,6,2,50.0,642.24,234.0,36.05,43.91,0.0,1006.2,150.93,855.27,48.82,148.75,37.24,234.81,620.46,61.66,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,49.14,100,134.0,200,FWD,449.0,221.8,TRIP00005096,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,199,74.05,Completed,24.6,22.3,36.6,13360.59,Running,28.3,44.7,8.68,11.72,Not Charging,0.0,0.0,Normal,4.39,85.43,0,2,7,50.0,888.6,398.0,33.28,60.49,0.0,1430.37,214.56,1215.81,65.1,177.35,27.77,270.22,945.59,66.11,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,40.45,100,134.0,200,FWD,449.0,103.62,TRIP00005097,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,Highway,53,84.09,Completed,97.7,95.8,120.3,13444.68,Running,37.6,53.6,17.36,20.65,Not Charging,0.0,0.0,Normal,4.44,90.58,4,0,0,50.0,1009.08,106.0,24.19,65.36,0.0,1254.63,188.19,1066.44,130.2,172.8,36.28,339.28,727.16,57.96,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,60.09,100,134.0,200,FWD,449.0,251.29,TRIP00005098,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,136,79.31,Completed,22.7,35.0,47.9,13523.99,Running,28.9,42.0,10.03,12.65,Not Charging,0.0,0.0,Moderate,4.12,85.36,0,4,4,50.0,951.72,272.0,35.31,62.55,0.0,1371.58,205.74,1165.84,75.22,169.55,27.81,272.58,893.26,65.13,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,47.72,100,134.0,200,FWD,449.0,215.58,TRIP00005099,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,174,103.13,Completed,41.6,35.6,60.2,13627.12,Running,33.4,47.3,12.08,11.71,Not Charging,0.0,0.0,Aggressive,3.95,83.92,0,3,3,50.0,1237.56,348.0,46.23,79.89,0.0,1761.68,264.25,1497.43,90.6,185.8,44.74,321.14,1176.29,66.77,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,61.42,100,134.0,200,FWD,449.0,235.61,TRIP00005100,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,17,10.0,Completed,12.9,36.2,51.6,13637.12,Running,27.2,35.9,1.38,13.79,Not Charging,0.0,0.0,Moderate,4.25,91.14,1,3,2,50.0,120.0,34.0,33.1,11.46,50.0,198.56,29.78,168.78,10.35,108.45,34.24,153.04,15.74,7.93,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,72.79,100,134.0,200,FWD,449.0,348.79,TRIP00005101,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-08,City,162,72.11,Completed,15.2,26.7,45.7,13709.23,Running,29.6,43.2,7.96,11.04,Not Charging,0.0,0.0,Normal,4.23,84.2,0,0,2,50.0,865.32,324.0,18.14,63.07,0.0,1320.53,198.08,1122.45,59.7,206.6,23.25,289.55,832.9,63.07,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,61.37,100,134.0,200,FWD,449.0,259.51,TRIP00005102,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,153,52.1,Completed,26.1,20.4,39.5,13761.33,Running,27.7,37.4,6.52,12.51,Not Charging,0.0,0.0,Safe,4.42,90.7,0,0,4,50.0,625.2,306.0,12.57,42.79,50.0,986.56,147.98,838.58,48.9,154.6,44.83,248.33,590.25,59.83,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,44.54,100,134.0,200,FWD,449.0,189.25,TRIP00005103,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,60,44.16,Completed,13.2,44.1,62.5,13805.49,Running,25.4,45.6,5.5,12.45,Not Charging,0.0,0.0,Moderate,4.35,88.03,0,2,4,50.0,529.92,120.0,0.64,35.13,30.0,705.69,105.85,599.84,41.25,139.65,17.84,198.74,401.1,56.84,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,65.04,100,134.0,200,FWD,449.0,309.13,TRIP00005104,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,271,118.73,Completed,45.2,26.3,50.0,13924.22,Running,28.7,39.9,13.21,11.13,Not Charging,0.0,0.0,Moderate,4.16,84.56,0,2,5,50.0,1424.76,542.0,13.68,97.72,20.0,2108.16,316.22,1791.94,99.08,251.45,34.61,385.14,1406.8,66.73,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,45.82,100,134.0,200,FWD,449.0,208.06,TRIP00005105,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,103,63.5,Completed,16.7,36.9,57.0,13987.72,Running,25.8,38.6,7.4,11.65,Not Charging,0.0,0.0,Moderate,4.0,80.61,0,2,0,50.0,762.0,206.0,0.96,48.85,0.0,1067.81,160.17,907.64,55.5,153.3,42.14,250.94,656.7,61.5,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,39.78,100,134.0,200,FWD,449.0,183.63,TRIP00005106,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,138,86.95,Completed,39.5,37.7,53.7,14074.66,Running,34.7,35.1,9.96,11.46,Not Charging,0.0,0.0,Normal,4.5,94.85,0,2,3,50.0,1043.4,276.0,1.06,66.72,50.0,1387.18,208.08,1179.1,74.7,178.0,30.7,283.4,895.7,64.57,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,47.29,100,134.0,200,FWD,449.0,234.02,TRIP00005107,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,155,91.26,Completed,28.9,35.3,58.2,14165.92,Running,26.4,42.7,9.76,10.69,Not Charging,0.0,0.0,Normal,4.01,83.24,1,0,3,50.0,1095.12,310.0,22.85,72.5,0.0,1550.47,232.57,1317.9,73.2,191.65,18.36,283.21,1034.69,66.73,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,68.42,100,134.0,200,FWD,449.0,303.9,TRIP00005108,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,City,171,79.12,Completed,22.2,27.8,40.5,14245.04,Running,34.8,44.0,9.42,11.91,Not Charging,0.0,0.0,Normal,3.68,75.27,1,3,3,50.0,949.44,342.0,13.19,60.73,0.0,1415.36,212.3,1203.06,70.65,165.65,17.7,254.0,949.06,67.05,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,58.17,100,134.0,200,FWD,449.0,184.48,TRIP00005109,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,Highway,36,51.09,Completed,75.8,85.0,101.1,14296.13,Running,36.8,55.8,8.52,16.68,Not Charging,0.0,0.0,Safe,4.72,100.0,2,0,0,50.0,613.08,72.0,4.17,40.06,0.0,779.31,116.9,662.41,63.9,143.55,18.02,225.47,436.94,56.07,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,50.67,100,134.0,200,FWD,449.0,131.59,TRIP00005110,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,Highway,32,56.77,Completed,113.5,108.0,119.1,14352.9,Running,39.0,70.1,11.56,20.37,Not Charging,0.0,0.0,Normal,4.25,87.43,5,0,2,50.0,681.24,64.0,16.61,45.49,0.0,857.34,128.6,728.74,86.7,152.65,28.99,268.34,460.4,53.7,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,62.34,100,134.0,200,FWD,449.0,150.24,TRIP00005111,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-09,Highway,27,32.36,Completed,60.1,70.9,88.4,14385.27,Running,38.4,61.5,7.1,21.95,Not Charging,0.0,0.0,Normal,4.02,81.15,3,1,0,50.0,388.32,54.0,9.33,28.68,30.0,500.33,75.05,425.28,53.25,140.95,15.11,209.31,215.97,43.17,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,49.34,100,134.0,200,FWD,449.0,120.0,TRIP00005112,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-10,Highway,50,68.86,Completed,103.3,82.1,106.6,14454.12,Running,44.4,69.0,14.98,21.75,Not Charging,0.0,0.0,Safe,3.76,72.1,2,0,0,50.0,826.32,100.0,33.71,54.4,0.0,1064.43,159.66,904.77,112.35,157.85,21.96,292.16,612.61,57.55,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,64.46,100,134.0,200,FWD,449.0,163.94,TRIP00005113,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-10,Highway,34,60.24,Completed,110.4,106.8,123.4,14514.36,Running,44.7,61.4,12.53,20.8,Not Charging,0.0,0.0,Moderate,4.0,82.63,1,0,1,50.0,722.88,68.0,9.92,53.14,20.0,883.94,132.59,751.35,93.98,191.0,44.78,329.76,421.59,47.69,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,60.46,100,134.0,200,FWD,449.0,166.49,TRIP00005114,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-10,Highway,39,54.19,Completed,68.8,82.8,105.4,14568.55,Running,36.9,65.6,10.41,19.21,Not Charging,0.0,0.0,Normal,4.58,89.17,2,1,0,50.0,650.28,78.0,21.83,46.51,0.0,846.62,126.99,719.63,78.08,167.6,39.4,285.08,434.55,51.33,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,59.29,100,134.0,200,FWD,449.0,271.55,TRIP00005115,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-10,City,144,64.1,Completed,36.7,26.8,44.9,14632.65,Running,29.6,45.5,7.4,11.55,Not Charging,0.0,0.0,Moderate,3.85,78.91,0,3,2,50.0,769.2,288.0,35.18,53.22,0.0,1195.6,179.34,1016.26,55.5,168.25,32.76,256.51,759.75,63.55,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
EV026,D026,MG,Windsor EV,Crossover / CUV,52.9,66.71,100,134.0,200,FWD,449.0,176.01,TRIP00005116,Ravi Teja,2,driver26@gmail.com,Driver@26,TN01EV00026,2010.0,2026-01-10,Highway,70,93.34,Completed,101.9,80.1,103.3,14725.99,Running,33.8,58.5,18.71,20.05,Not Charging,0.0,0.0,Moderate,4.17,88.43,3,1,0,50.0,1120.08,140.0,24.38,72.72,20.0,1387.18,208.08,1179.1,140.33,184.5,29.23,354.06,825.04,59.48,No,Brake Service,Completed,2026-06-15,2026-05-21,2026-07-25,8.9,140.0,4295,2126,1677,2700,579,1560.0,450.0
